Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,purchase information.Purchase_Category,purchase information.Purchase_Amount,purchase information.Frequency_of_Purchase,purchase information.Purchase_Channel,purchase information.Product_Rating,purchase information.Product_Rating word,purchase information.Return_Rate,purchase information.Return_Rate word,purchase information.Payment_Method,purchase information.Shipping_Preference,purchase information.Discount_Used,purchase information.Time_of_Purchase,purchasing behavior.Brand_Loyalty,purchasing behavior.Time_Spent_on_Product_Research(hours),purchasing behavior.Social_Media_Influence,purchasing behavior.Discount_Sensitivity,purchasing behavior.Engagement_with_Ads,purchasing behavior.Device_Used_for_Shopping,purchasing behavior.Time_to_Decision,Evaluation and satisfaction.Customer_Loyalty_Program_Member,Evaluation and satisfaction.Purchase_Intent,Evaluation and satisfaction.Customer_Satisfaction,Evaluation and satisfaction.Customer_Satisfaction word
74-882-6648,34,Male,High,Married,High School,High,Nakhchivan,Beauty & Personal Care,322.4,7,Mixed,2,Low,2,High Return,Cash,Express,TRUE,07/08/2024,4,1,Medium,Very Sensitive,Medium,Tablet,2,TRUE,Need-based,3,Dissatisfied 
03-180-9200,39,Female,High,Divorced,Bachelor's,Middle,Curumaní,Health Care,73.19,5,Mixed,5,High,2,High Return,PayPal,No Preference,FALSE,11/04/2024,2,1,Low,Not Sensitive,High,Smartphone,3,TRUE,Need-based,8,Satisfied 
46-578-1425,44,Female,High,Divorced,Master's,High,Praia,Toys & Games,279.08,10,Online,2,Low,2,High Return,Credit Card,No Preference,FALSE,25/04/2024,4,1,High,Not Sensitive,Medium,Smartphone,3,TRUE,Wants-based,7,Satisfied 
13-588-5783,20,Female,Middle,Married,High School,Middle,São Cristóvão,Travel & Leisure Flights,478.85,10,Store,2,Low,2,High Return,Cash,No Preference,FALSE,28/04/2024,4,2,None,Not Sensitive,None,Desktop,4,FALSE,Planned,2,Very Dissatisfied 
25-085-7917,42,Male,Middle,Single,High School,High,Pallisa,Food & Beverages,86.39,5,Mixed,5,High,1,Low Return,Debit Card,Standard,FALSE,09/09/2024,4,1,High,Somewhat Sensitive,Medium,Desktop,7,FALSE,Need-based,1,Very Dissatisfied 
66-085-1226,22,Male,Middle,Married,Master's,High,San Pascual,Baby Products,192.35,11,Mixed,5,High,2,High Return,Credit Card,Express,TRUE,08/05/2024,3,2,High,Not Sensitive,High,Smartphone,11,FALSE,Impulsive,1,Very Dissatisfied 
37-037-1765,30,Female,High,Married,Bachelor's,Middle,‘Aşīrah ash Shamālīyah,Beauty & Personal Care,235.32,7,Online,1,Low,1,Low Return,PayPal,Express,FALSE,09/06/2024,2,1,Medium,Very Sensitive,High,Desktop,11,TRUE,Impulsive,10,Extremely Satisfied 
48-630-6410,39,Female,High,Divorced,Master's,High,Dom Pedrito,Electronics,212.63,8,Online,2,Low,0,No Return,Debit Card,No Preference,FALSE,27/08/2024,4,1,Low,Very Sensitive,High,Desktop,6,TRUE,Need-based,4,Somewhat Dissatisfied 
50-471-0212,19,Female,High,Single,Bachelor's,High,San Sebastián de Yalí,Food & Beverages,246.63,8,Store,3,Medium,2,High Return,Credit Card,Express,TRUE,01/04/2024,2,1,None,Somewhat Sensitive,None,Tablet,10,FALSE,Impulsive,3,Dissatisfied 
48-642-5768,26,Female,Middle,Widowed,Bachelor's,Middle,Shchëkino,Toys & Games,228.47,9,Online,3,Medium,1,Low Return,Credit Card,Express,FALSE,29/08/2024,3,1,None,Very Sensitive,None,Desktop,12,TRUE,Impulsive,7,Satisfied 
15-152-9751,21,Female,High,Married,High School,Middle,Turkestan,Gardening & Outdoors,343.77,6,Online,3,Medium,2,High Return,Cash,Express,TRUE,18/09/2024,4,2,Low,Somewhat Sensitive,High,Desktop,6,TRUE,Wants-based,9,Very Satisfied 
09-775-4058,23,Male,High,Married,High School,High,Perzów,Clothing,327.05,9,Mixed,4,Medium,2,High Return,Cash,No Preference,FALSE,06/08/2024,5,0,Low,Somewhat Sensitive,High,Desktop,7,TRUE,Need-based,3,Dissatisfied 
43-595-0966,46,Male,Middle,Married,Master's,Middle,Sabon Gari-Nangere,Toys & Games,334.45,2,Store,5,High,2,High Return,Credit Card,No Preference,TRUE,18/06/2024,2,0,Medium,Not Sensitive,High,Tablet,6,FALSE,Impulsive,9,Very Satisfied 
56-592-0089,35,Male,Middle,Divorced,Master's,High,Hengshui,Food & Beverages,366.16,12,Mixed,4,Medium,1,Low Return,Credit Card,No Preference,FALSE,26/08/2024,4,2,Medium,Somewhat Sensitive,Low,Desktop,4,FALSE,Need-based,5,Neutral 
80-728-6133,47,Female,Middle,Divorced,High School,Middle,Tamorot,Groceries,481.78,8,Store,2,Low,2,High Return,Debit Card,Express,TRUE,24/04/2024,5,0,Medium,Very Sensitive,Low,Tablet,1,TRUE,Wants-based,4,Somewhat Dissatisfied 
58-502-7490,32,Female,High,Widowed,Bachelor's,High,Sinchao,Gardening & Outdoors,131.48,8,Mixed,5,High,2,High Return,Credit Card,No Preference,TRUE,08/08/2024,3,0,None,Somewhat Sensitive,Low,Tablet,12,TRUE,Wants-based,1,Very Dissatisfied 
23-537-0742,20,Female,Middle,Widowed,Bachelor's,High,Anding,Health Care,402.86,11,Store,5,High,0,No Return,Cash,Standard,FALSE,05/09/2024,3,1,High,Not Sensitive,None,Desktop,8,FALSE,Impulsive,2,Very Dissatisfied 
22-483-3115,37,Male,High,Single,Bachelor's,Middle,Rukem,Gardening & Outdoors,333.18,6,Store,1,Low,2,High Return,Other,Express,TRUE,16/04/2024,1,0,Medium,Very Sensitive,Low,Smartphone,8,FALSE,Planned,5,Neutral 
37-283-9076,18,Female,Middle,Single,High School,High,Valbo,Arts & Crafts,73.23,8,Online,2,Low,1,Low Return,Credit Card,No Preference,TRUE,17/07/2024,2,2,Low,Very Sensitive,Low,Smartphone,6,TRUE,Need-based,2,Very Dissatisfied 
39-075-3518,27,Male,Middle,Widowed,High School,High,Jaguaruana,Furniture,450.47,11,Online,2,Low,2,High Return,Credit Card,Express,TRUE,18/03/2024,5,2,None,Not Sensitive,None,Smartphone,10,TRUE,Wants-based,3,Dissatisfied 
84-315-7189,29,Male,High,Married,Bachelor's,Middle,Ţāqchah Khānah,Food & Beverages,175.74,5,Online,4,Medium,0,No Return,Cash,No Preference,FALSE,18/07/2024,5,1,Medium,Not Sensitive,None,Tablet,6,TRUE,Impulsive,6,Somewhat Satisfied 
75-964-5589,24,Female,High,Widowed,Master's,High,Lipovci,Hotels,182.6,4,Online,2,Low,2,High Return,PayPal,Express,FALSE,31/05/2024,5,0.3,Low,Not Sensitive,High,Tablet,5,TRUE,Wants-based,9,Very Satisfied 
06-594-3417,27,Female,High,Single,Bachelor's,High,Panagyurishte,Jewelry & Accessories,497.8,2,Online,5,High,1,Low Return,Other,No Preference,TRUE,21/01/2024,3,0.2,High,Somewhat Sensitive,Medium,Smartphone,9,FALSE,Wants-based,2,Very Dissatisfied 
08-297-3351,34,Male,High,Single,Master's,High,Thị Trấn Than Uyên,Food & Beverages,171.17,4,Store,3,Medium,0,No Return,Debit Card,Standard,FALSE,15/06/2024,1,0,High,Somewhat Sensitive,Medium,Desktop,12,TRUE,Wants-based,4,Somewhat Dissatisfied 
05-546-5128,21,Female,Middle,Divorced,Bachelor's,Middle,Clichy,Jewelry & Accessories,425.82,3,Store,5,High,1,Low Return,Cash,Standard,TRUE,19/04/2024,4,1,Low,Not Sensitive,High,Smartphone,11,TRUE,Wants-based,6,Somewhat Satisfied 
79-759-6726,18,Female,High,Widowed,High School,High,Kłoczew,Sports & Outdoors,210.58,10,Store,1,Low,1,Low Return,Debit Card,No Preference,TRUE,12/09/2024,5,2,Low,Somewhat Sensitive,Low,Tablet,8,TRUE,Planned,3,Dissatisfied 
79-960-1714,31,Male,Middle,Single,Master's,High,Nyköping,Beauty & Personal Care,199.64,11,Online,4,Medium,1,Low Return,PayPal,Express,FALSE,04/09/2024,5,1,High,Somewhat Sensitive,High,Desktop,8,TRUE,Planned,5,Neutral 
91-532-5399,29,Male,Middle,Single,Master's,Middle,Bucaramanga,Sports & Outdoors,401.75,8,Online,4,Medium,1,Low Return,PayPal,Standard,FALSE,08/12/2024,3,0.3,None,Somewhat Sensitive,High,Smartphone,6,TRUE,Wants-based,8,Satisfied 
89-997-9041,36,Female,High,Widowed,High School,Middle,Kudanding,Luxury Goods,365.88,12,Online,3,Medium,0,No Return,Other,Express,TRUE,05/11/2024,3,2,Medium,Very Sensitive,High,Smartphone,7,FALSE,Need-based,9,Very Satisfied 
26-235-6745,27,Male,High,Widowed,Master's,High,Kyoto,Beauty & Personal Care,58.29,6,Mixed,3,Medium,1,Low Return,Other,Standard,FALSE,13/02/2024,2,2,Medium,Somewhat Sensitive,Low,Tablet,14,TRUE,Impulsive,7,Satisfied 
99-080-9462,24,Male,High,Single,High School,Middle,Saraburi,Health Supplements,66.86,3,Mixed,1,Low,0,No Return,Other,Express,TRUE,25/01/2024,1,1,Medium,Very Sensitive,Medium,Desktop,9,TRUE,Wants-based,10,Extremely Satisfied 
73-434-2308,19,Female,Middle,Married,Master's,High,Guanzhou,Groceries,279.34,5,Mixed,1,Low,2,High Return,PayPal,No Preference,FALSE,22/08/2024,3,0,Medium,Very Sensitive,Low,Tablet,11,TRUE,Wants-based,6,Somewhat Satisfied 
00-149-4481,28,Female,High,Divorced,Master's,High,Kabale,Jewelry & Accessories,360.92,7,Online,1,Low,0,No Return,PayPal,Standard,FALSE,10/11/2024,2,2,None,Very Sensitive,Low,Smartphone,8,TRUE,Impulsive,9,Very Satisfied 
06-647-3248,26,Male,High,Single,Master's,High,Yuannan,Home Appliances,459.3,9,Online,4,Medium,2,High Return,Other,No Preference,FALSE,09/10/2024,4,1,None,Somewhat Sensitive,Medium,Desktop,1,TRUE,Planned,5,Neutral 
06-767-5206,49,Female,High,Single,Bachelor's,Middle,Mount Darwin,Jewelry & Accessories,426.89,2,Mixed,1,Low,1,Low Return,PayPal,Express,TRUE,02/11/2024,5,1,High,Not Sensitive,Low,Smartphone,10,FALSE,Wants-based,3,Dissatisfied 
94-288-4423,39,Male,High,Widowed,Master's,High,Qal‘eh-ye Khvājeh,Animal Feed,365.37,6,Mixed,2,Low,1,Low Return,PayPal,Express,TRUE,02/07/2024,1,1,Low,Very Sensitive,Low,Smartphone,7,TRUE,Wants-based,5,Neutral 
49-891-9711,22,Female,Middle,Divorced,Master's,Middle,Veiga,Mobile Accessories,487.25,4,Online,2,Low,0,No Return,Cash,Standard,FALSE,08/10/2024,3,1,High,Very Sensitive,High,Desktop,1,FALSE,Wants-based,4,Somewhat Dissatisfied 
08-806-0588,25,Female,High,Single,High School,Middle,Al Qarārah,Baby Products,187.22,10,Online,3,Medium,1,Low Return,Credit Card,Standard,FALSE,04/06/2024,5,0,Medium,Very Sensitive,Low,Desktop,4,FALSE,Wants-based,4,Somewhat Dissatisfied 
94-746-2001,30,Male,Middle,Married,Bachelor's,Middle,Fandriana,Toys & Games,396.82,7,Mixed,4,Medium,1,Low Return,Credit Card,No Preference,TRUE,13/08/2024,3,1,None,Somewhat Sensitive,High,Desktop,9,TRUE,Need-based,9,Very Satisfied 
33-243-8793,45,Male,Middle,Widowed,High School,High,Semenivka,Luxury Goods,128.74,12,Mixed,1,Low,1,Low Return,PayPal,Standard,FALSE,06/01/2024,5,1,Medium,Somewhat Sensitive,High,Desktop,1,TRUE,Planned,8,Satisfied 
99-581-5577,20,Female,High,Single,High School,High,Yläne,Toys & Games,339.63,2,Store,3,Medium,2,High Return,PayPal,No Preference,TRUE,26/08/2024,3,2,Medium,Very Sensitive,Low,Tablet,6,FALSE,Impulsive,1,Very Dissatisfied 
64-180-2404,48,Female,Middle,Divorced,High School,High,Cendagah,Sports & Outdoors,223.58,11,Mixed,3,Medium,0,No Return,PayPal,No Preference,FALSE,20/05/2024,4,0,High,Very Sensitive,None,Tablet,11,FALSE,Impulsive,6,Somewhat Satisfied 
88-051-0567,49,Male,High,Widowed,High School,High,Trondheim,Electronics,175.65,11,Mixed,3,Medium,1,Low Return,Other,Express,FALSE,08/12/2024,4,2,Low,Not Sensitive,None,Tablet,8,TRUE,Wants-based,7,Satisfied 
84-188-6577,39,Male,Middle,Widowed,High School,High,Katav-Ivanovsk,Beauty & Personal Care,88.4,5,Store,2,Low,0,No Return,Cash,No Preference,TRUE,26/05/2024,5,0,Medium,Not Sensitive,Medium,Desktop,4,FALSE,Need-based,4,Somewhat Dissatisfied 
19-116-4723,45,Male,High,Married,High School,High,Voznesenskoye,Office Supplies,430.9,8,Online,5,High,0,No Return,Credit Card,Standard,FALSE,06/06/2024,4,1,High,Not Sensitive,None,Tablet,11,FALSE,Wants-based,6,Somewhat Satisfied 
95-528-2313,19,Male,Middle,Married,Bachelor's,High,Gudja,Mobile Accessories,435.23,2,Store,4,Medium,2,High Return,Cash,Express,FALSE,27/02/2024,2,0,None,Somewhat Sensitive,Medium,Smartphone,13,TRUE,Impulsive,2,Very Dissatisfied 
94-682-4886,27,Female,Middle,Single,Bachelor's,High,Gawul,Toys & Games,218.65,3,Online,2,Low,0,No Return,Credit Card,Standard,TRUE,17/07/2024,4,2,Low,Very Sensitive,Medium,Smartphone,4,TRUE,Impulsive,9,Very Satisfied 
32-314-2958,24,Male,Middle,Married,Master's,High,Nanhuang,Health Supplements,207.66,10,Store,3,Medium,2,High Return,Other,Standard,FALSE,08/07/2024,2,1,High,Very Sensitive,Medium,Desktop,8,TRUE,Wants-based,2,Very Dissatisfied 
67-697-2331,22,Female,Middle,Married,Master's,High,Tanudan,Arts & Crafts,141.09,7,Store,4,Medium,2,High Return,Debit Card,Express,FALSE,19/06/2024,3,0,High,Very Sensitive,High,Desktop,1,TRUE,Wants-based,3,Dissatisfied 
28-855-1639,46,Male,High,Single,High School,Middle,Jiaozuo,Packages,142.7,6,Store,2,Low,0,No Return,Credit Card,No Preference,FALSE,17/05/2024,3,1,None,Very Sensitive,None,Desktop,11,TRUE,Impulsive,4,Somewhat Dissatisfied 
38-069-8615,37,Male,Middle,Married,Bachelor's,Middle,Takāb,Animal Feed,64.09,10,Online,5,High,0,No Return,Credit Card,Express,TRUE,20/10/2024,5,0,None,Somewhat Sensitive,Low,Desktop,7,FALSE,Need-based,6,Somewhat Satisfied 
58-233-5963,34,Female,High,Single,Bachelor's,High,Gualeguay,Toys & Games,126.26,2,Online,5,High,1,Low Return,Debit Card,Standard,TRUE,19/09/2024,4,1,None,Somewhat Sensitive,None,Smartphone,13,FALSE,Planned,6,Somewhat Satisfied 
02-004-0620,32,Female,Middle,Single,Master's,High,Lagoa Seca,Hotels,195.05,5,Store,1,Low,0,No Return,Other,No Preference,TRUE,21/05/2024,2,2,Medium,Not Sensitive,High,Smartphone,11,FALSE,Impulsive,10,Extremely Satisfied 
78-822-9328,44,Female,High,Divorced,High School,Middle,Bugarama,Groceries,432.84,7,Mixed,5,High,0,No Return,Debit Card,No Preference,FALSE,05/02/2024,4,2,High,Very Sensitive,High,Tablet,4,FALSE,Wants-based,1,Very Dissatisfied 
73-359-1998,24,Male,Middle,Divorced,Bachelor's,Middle,Dicamay,Jewelry & Accessories,404.12,6,Store,3,Medium,0,No Return,Debit Card,Express,FALSE,29/02/2024,1,1,High,Very Sensitive,Low,Smartphone,11,FALSE,Impulsive,4,Somewhat Dissatisfied 
07-560-6637,41,Male,Middle,Divorced,Master's,High,Lobuk,Groceries,438.26,10,Store,4,Medium,1,Low Return,Debit Card,Express,TRUE,04/07/2024,3,1,None,Somewhat Sensitive,Medium,Smartphone,10,FALSE,Planned,3,Dissatisfied 
61-926-1691,32,Female,High,Divorced,High School,Middle,Waiwukak,Jewelry & Accessories,233.02,4,Mixed,3,Medium,0,No Return,Cash,Standard,FALSE,29/10/2024,3,1,Medium,Not Sensitive,Medium,Smartphone,8,FALSE,Impulsive,3,Dissatisfied 
68-129-1060,37,Female,High,Divorced,Bachelor's,High,Abaeté,Packages,273.41,7,Online,5,High,0,No Return,Other,Standard,TRUE,17/10/2024,3,2,Low,Very Sensitive,Medium,Tablet,2,FALSE,Planned,9,Very Satisfied 
04-052-5592,41,Female,Middle,Widowed,High School,Middle,Xiaqiao,Furniture,338.96,10,Online,4,Medium,1,Low Return,Debit Card,Standard,TRUE,04/11/2024,1,2,High,Somewhat Sensitive,High,Desktop,4,TRUE,Wants-based,9,Very Satisfied 
41-215-6092,37,Male,High,Single,High School,High,Zubūbah,Luxury Goods,75.91,12,Mixed,5,High,0,No Return,PayPal,No Preference,TRUE,21/11/2024,3,2,Low,Very Sensitive,None,Desktop,1,TRUE,Planned,6,Somewhat Satisfied 
89-833-7175,43,Male,Middle,Widowed,High School,High,Kęsowo,Mobile Accessories,425.21,12,Online,4,Medium,0,No Return,Other,Express,TRUE,25/03/2024,2,2,Low,Somewhat Sensitive,High,Desktop,12,TRUE,Planned,4,Somewhat Dissatisfied 
08-117-9893,49,Male,High,Single,High School,Middle,Colombo,Software & Apps,268.8,2,Store,3,Medium,1,Low Return,Debit Card,Standard,FALSE,20/04/2024,1,0,High,Very Sensitive,None,Desktop,12,FALSE,Need-based,7,Satisfied 
24-109-2173,27,Female,High,Single,Bachelor's,High,Messíni,Health Care,170.71,10,Mixed,3,Medium,1,Low Return,Credit Card,No Preference,TRUE,14/04/2024,5,0,Low,Somewhat Sensitive,Low,Desktop,7,TRUE,Planned,9,Very Satisfied 
95-999-0984,33,Male,High,Divorced,Bachelor's,Middle,Nanyaojie,Gardening & Outdoors,255.1,5,Mixed,1,Low,1,Low Return,PayPal,No Preference,TRUE,28/01/2024,5,2,High,Very Sensitive,Low,Desktop,14,FALSE,Planned,1,Very Dissatisfied 
64-799-3174,46,Male,Middle,Divorced,Master's,Middle,Buzen,Health Supplements,236.44,6,Mixed,4,Medium,2,High Return,PayPal,Standard,FALSE,15/05/2024,4,0,Medium,Very Sensitive,None,Smartphone,6,FALSE,Impulsive,2,Very Dissatisfied 
27-018-2262,42,Male,Middle,Married,Bachelor's,Middle,Bom Jesus do Itabapoana,Furniture,201.69,11,Mixed,5,High,2,High Return,Other,No Preference,TRUE,19/07/2024,4,0,High,Very Sensitive,Low,Tablet,3,FALSE,Planned,8,Satisfied 
38-881-0766,27,Female,Middle,Widowed,High School,Middle,Centenario,Arts & Crafts,390.51,6,Online,2,Low,0,No Return,Cash,Express,FALSE,15/04/2024,3,0,Medium,Very Sensitive,High,Desktop,6,FALSE,Wants-based,2,Very Dissatisfied 
51-387-9144,38,Female,High,Single,Master's,Middle,Thị Trấn Cẩm Thủy,Furniture,89.6,7,Store,3,Medium,1,Low Return,Cash,Standard,FALSE,10/03/2024,5,2,None,Not Sensitive,Low,Desktop,8,FALSE,Planned,5,Neutral 
42-101-8525,21,Male,Middle,Widowed,Bachelor's,Middle,Curahkalak Tengah,Sports & Outdoors,166.74,6,Mixed,5,High,0,No Return,Other,No Preference,FALSE,14/01/2024,2,0,High,Not Sensitive,Low,Desktop,1,FALSE,Impulsive,6,Somewhat Satisfied 
69-157-6752,18,Female,Middle,Single,Bachelor's,Middle,Ebu,Mobile Accessories,299.28,12,Mixed,5,High,0,No Return,Debit Card,Standard,FALSE,29/05/2024,4,1,High,Somewhat Sensitive,High,Smartphone,3,FALSE,Wants-based,9,Very Satisfied 
04-468-5487,22,Male,Middle,Married,High School,High,Créteil,Sports & Outdoors,404.57,5,Mixed,3,Medium,2,High Return,Debit Card,Express,FALSE,31/08/2024,4,0,Medium,Not Sensitive,None,Smartphone,14,TRUE,Need-based,7,Satisfied 
08-584-8296,18,Male,Middle,Divorced,High School,High,Shaxi,Software & Apps,344.81,10,Store,1,Low,1,Low Return,Other,Express,TRUE,23/12/2024,3,2,Low,Somewhat Sensitive,High,Desktop,14,TRUE,Wants-based,9,Very Satisfied 
81-014-4502,24,Male,Middle,Widowed,Master's,Middle,Kelīshād va Sūdarjān,Health Care,217.84,10,Online,2,Low,0,No Return,Cash,Standard,TRUE,16/01/2024,2,2,None,Very Sensitive,High,Tablet,11,TRUE,Wants-based,8,Satisfied 
65-167-9819,28,Male,High,Divorced,High School,Middle,Punta Gorda,Sports & Outdoors,445.34,9,Store,2,Low,1,Low Return,Cash,No Preference,TRUE,04/03/2024,5,1,Low,Somewhat Sensitive,High,Tablet,3,TRUE,Impulsive,3,Dissatisfied 
19-925-2376,24,Male,High,Single,Bachelor's,Middle,Segodim,Home Appliances,151.73,3,Store,4,Medium,1,Low Return,Other,Express,FALSE,24/09/2024,2,1,Medium,Very Sensitive,None,Smartphone,11,TRUE,Wants-based,3,Dissatisfied 
00-520-4376,50,Male,High,Widowed,Bachelor's,Middle,Harembo,Travel & Leisure Flights,370.54,2,Store,3,Medium,1,Low Return,Credit Card,No Preference,TRUE,25/03/2024,3,0,Low,Very Sensitive,Low,Smartphone,7,FALSE,Impulsive,9,Very Satisfied 
62-701-1037,49,Male,Middle,Widowed,Master's,High,Lazarevac,Baby Products,152.87,3,Store,5,High,1,Low Return,Debit Card,Express,FALSE,20/08/2024,1,2,High,Very Sensitive,None,Tablet,11,FALSE,Impulsive,8,Satisfied 
87-806-4478,35,Male,Middle,Widowed,Master's,Middle,Al Jīzah,Health Supplements,295.75,4,Mixed,1,Low,1,Low Return,Credit Card,Standard,TRUE,07/12/2024,1,0,High,Somewhat Sensitive,Low,Tablet,8,TRUE,Need-based,10,Extremely Satisfied 
04-809-8989,25,Male,High,Married,High School,Middle,Zhongcun,Office Supplies,358.11,11,Mixed,1,Low,0,No Return,Credit Card,Standard,FALSE,03/09/2024,5,0,High,Very Sensitive,High,Desktop,11,FALSE,Need-based,3,Dissatisfied 
39-867-1989,40,Female,High,Widowed,High School,High,Gaopeng,Jewelry & Accessories,63.6,12,Mixed,1,Low,2,High Return,PayPal,No Preference,FALSE,09/02/2024,5,0,High,Not Sensitive,None,Desktop,6,TRUE,Wants-based,1,Very Dissatisfied 
45-584-7333,40,Male,High,Widowed,Master's,High,Tabonok,Books,419.53,3,Mixed,5,High,2,High Return,Other,Express,FALSE,27/03/2024,1,2,High,Not Sensitive,Medium,Tablet,6,FALSE,Wants-based,10,Extremely Satisfied 
82-726-1255,30,Female,Middle,Married,Bachelor's,High,Xinjiang,Mobile Accessories,388.82,10,Mixed,3,Medium,0,No Return,Other,No Preference,FALSE,03/09/2024,2,0,Low,Very Sensitive,Low,Desktop,6,FALSE,Need-based,8,Satisfied 
90-602-3583,32,Female,High,Widowed,Bachelor's,Middle,Mocho,Mobile Accessories,58.32,7,Store,5,High,1,Low Return,PayPal,Standard,TRUE,13/03/2024,1,0,Low,Not Sensitive,Low,Smartphone,8,TRUE,Need-based,6,Somewhat Satisfied 
02-711-1034,48,Female,High,Widowed,High School,Middle,Likhoy,Groceries,464.76,2,Mixed,1,Low,0,No Return,Debit Card,No Preference,FALSE,04/02/2024,5,0,Low,Very Sensitive,Low,Desktop,3,TRUE,Need-based,3,Dissatisfied 
27-347-7437,44,Female,High,Married,Bachelor's,High,Mineiros,Home Appliances,116.92,7,Mixed,3,Medium,2,High Return,Debit Card,No Preference,TRUE,31/03/2024,2,2,None,Very Sensitive,Low,Desktop,14,FALSE,Impulsive,3,Dissatisfied 
95-675-7816,19,Female,High,Widowed,Master's,Middle,Noisy-le-Grand,Jewelry & Accessories,396.76,8,Online,3,Medium,2,High Return,Cash,Express,TRUE,17/07/2024,3,1,None,Very Sensitive,High,Tablet,8,TRUE,Planned,4,Somewhat Dissatisfied 
73-991-0066,35,Female,High,Single,Bachelor's,Middle,San Marcos de Colón,Electronics,114.03,7,Mixed,3,Medium,1,Low Return,Credit Card,No Preference,TRUE,13/04/2024,4,0,Medium,Not Sensitive,High,Tablet,6,TRUE,Planned,10,Extremely Satisfied 
62-273-8089,39,Male,Middle,Single,Master's,Middle,Pokrovka,Health Supplements,109.97,4,Store,4,Medium,1,Low Return,Credit Card,No Preference,TRUE,12/08/2024,4,1,None,Very Sensitive,None,Tablet,1,FALSE,Wants-based,5,Neutral 
51-220-3072,31,Female,Middle,Married,Master's,High,Shuntian,Beauty & Personal Care,310.23,12,Store,4,Medium,0,No Return,PayPal,Express,TRUE,17/12/2024,1,0,None,Somewhat Sensitive,None,Desktop,3,FALSE,Impulsive,6,Somewhat Satisfied 
17-648-0171,38,Male,High,Widowed,Bachelor's,Middle,João Câmara,Travel & Leisure Flights,383.13,3,Mixed,5,High,2,High Return,Cash,No Preference,FALSE,25/09/2024,4,0,Medium,Not Sensitive,None,Desktop,7,FALSE,Need-based,6,Somewhat Satisfied 
11-975-9054,33,Male,Middle,Married,High School,High,Cunha,Health Supplements,434.86,11,Store,5,High,0,No Return,Other,Express,TRUE,24/06/2024,2,2,High,Somewhat Sensitive,Medium,Smartphone,11,FALSE,Impulsive,4,Somewhat Dissatisfied 
75-518-2831,33,Female,Middle,Divorced,Master's,Middle,Fengyi,Office Supplies,489.1,9,Mixed,4,Medium,2,High Return,Credit Card,Standard,TRUE,18/11/2024,3,1,Low,Somewhat Sensitive,Medium,Smartphone,13,FALSE,Need-based,4,Somewhat Dissatisfied 
53-437-2629,42,Male,High,Single,Bachelor's,Middle,Chenguang,Clothing,105.87,12,Mixed,2,Low,1,Low Return,Cash,Express,FALSE,15/09/2024,3,1,Low,Not Sensitive,Medium,Tablet,4,FALSE,Planned,1,Very Dissatisfied 
46-681-0764,44,Male,Middle,Married,Master's,High,Muara,Luxury Goods,163.4,3,Store,5,High,2,High Return,Cash,Standard,TRUE,08/07/2024,3,1,High,Somewhat Sensitive,High,Desktop,7,FALSE,Planned,10,Extremely Satisfied 
43-990-6454,33,Male,High,Divorced,Master's,Middle,Qorveh,Gardening & Outdoors,422.92,6,Mixed,1,Low,0,No Return,Debit Card,No Preference,FALSE,17/10/2024,4,2,None,Somewhat Sensitive,Low,Desktop,6,TRUE,Planned,6,Somewhat Satisfied 
55-570-3804,36,Male,Middle,Widowed,Master's,Middle,Bom Despacho,Gardening & Outdoors,361.48,10,Online,4,Medium,2,High Return,Cash,Express,TRUE,16/06/2024,1,1,Medium,Somewhat Sensitive,High,Tablet,13,TRUE,Wants-based,9,Very Satisfied 
29-067-4901,35,Male,High,Divorced,Master's,Middle,Arhust,Hotels,270.82,2,Store,2,Low,1,Low Return,Other,Standard,TRUE,30/10/2024,4,0,None,Somewhat Sensitive,Low,Tablet,13,FALSE,Wants-based,8,Satisfied 
93-957-6269,26,Female,High,Divorced,Bachelor's,Middle,Thaton,Toys & Games,372.26,11,Store,5,High,1,Low Return,PayPal,Express,FALSE,13/08/2024,1,2,None,Very Sensitive,High,Smartphone,6,TRUE,Wants-based,8,Satisfied 
81-225-6647,43,Female,High,Widowed,Bachelor's,High,Changbai,Electronics,208.59,3,Mixed,1,Low,0,No Return,PayPal,Express,TRUE,03/09/2024,1,2,Medium,Somewhat Sensitive,None,Desktop,1,FALSE,Impulsive,4,Somewhat Dissatisfied 
64-706-7841,25,Male,High,Divorced,Bachelor's,Middle,Kragan,Gardening & Outdoors,163.22,8,Online,3,Medium,1,Low Return,PayPal,No Preference,FALSE,01/07/2024,5,0,High,Somewhat Sensitive,None,Smartphone,8,TRUE,Wants-based,3,Dissatisfied 
47-178-9529,37,Male,High,Divorced,Master's,Middle,Bida,Animal Feed,364.98,7,Store,1,Low,0,No Return,Cash,Standard,TRUE,11/05/2024,4,0,Low,Very Sensitive,None,Desktop,8,FALSE,Wants-based,1,Very Dissatisfied 
85-738-8909,40,Female,Middle,Divorced,High School,Middle,Juyuan,Electronics,449.72,3,Mixed,3,Medium,1,Low Return,Other,Express,TRUE,18/02/2024,3,0,High,Somewhat Sensitive,None,Smartphone,3,TRUE,Wants-based,9,Very Satisfied 
